
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              新建
finances_category_food                  食物
finances_category_electricity           電力
finances_category_workshops             工作坊
finances_category_loaninterest          貸款利息
finances_category_reformprogs           教化課程計畫
finances_category_noincident            零事故天數獎勵
finances_category_exports               出口 (昨日)
finances_category_corptax               企業稅
finances_category_prisonerwages         囚犯零用錢 (昨日)
finances_category_shoprevenue           商店營業額 (昨日)

reports_foodtitle                       營養政策
meal_quantity                           餐點份量
meal_variety                            菜色種類
meal_cost                               每名囚犯費用

reports_paroletitle                     假釋政策
parole_title                            假釋率
parole_info                             假釋門檻: *P%
parole_desc                             如果囚犯的再犯率低於這個門檻，將可以在假釋聽證會後被釋放。
parole_fine                             囚犯再犯罰款
parole_reward                           提早釋放囚犯獎勵

victory_title                           認證

victory_PrisonValue                     監獄價值
victory_Income                          每日利潤
victory_Prisoners                       收容容量
victory_PrisonersReleased               獲釋囚犯
victory_prisonersdied                   獄中死亡
victory_prisonersescaped                逃獄人數
victory_Bankrupt                        破產
victory_Riot                            暴動\n失控
victory_TooManyDeaths                   管理\n疏失
victory_TooManyEscapes                  保安\n漏洞
victory_failure                         失敗
victory_warning                         警告
victory_remaining                       剩餘
victory_death                           死亡
victory_escapes                         逃獄
victory_counter                         (*X 今日)
victory_executions                      非法行刑
victory_innocentsexecuted               誤判死刑

victory_warning_bankrupt                你有 24 小時的時間挽救破產危機。
victory_warning_riot                    請儘速鎮壓暴動，否則政府將會接管處理。
victory_warning_toomanydeaths           如果今天死亡人數太多，你將會被起訴。
victory_warning_toomanyescapes          如果今天再有逃犯，你就會被開除。

victory_prisoners_units                 場所
victory_prisonersreleased_units         獲釋
victory_toomanydeaths_units             死亡
victory_toomanyescapes_units            逃獄
victory_prisonersparoled                已假釋
victory_prisonersreoffended             再犯者

victory_adviserwarning_toomanydeaths1   昨天，是這座監獄歷史上最黑暗的一章，太多的人們在這裡失去他們的生命。
victory_adviserwarning_toomanydeaths2   請確保今天不會再有人死亡，否則你將會因管理疏失而被起訴。
victory_advisernotice_toomanydeaths1    別說我們沒警告你，因為最近監獄發生的事情，你現在因管理疏失而被判有罪。
victory_advisernotice_toomanydeaths2    接下來的十年你將因為你的過失而入獄，你自己的監獄，祝你好運。
victory_adviserwarning_riot1            你的監獄失控了，立刻鎮壓這場暴動，否則政府將會武力介入接管監獄。
victory_advisernotice_riot1             你無法控制這場暴動，\n政府取消了跟我們監獄的合約，並已經派遣國軍進來接管這座監獄。
victory_adviserwarning_toomanyescapes1  我們最近有點壓力，太多囚犯逃獄成功，而這一切都是你的錯。
victory_adviserwarning_toomanyescapes2  鎖好這個地方並確保不再有人逃獄，否則媒體會很期待把你放上頭條。
victory_advisernotice_toomanyescapes1   你失敗了，這座監獄變成媒體間的笑柄，而他們現在正在找戰犯。
victory_advisernotice_toomanyescapes2   那個戰犯就是你，你被開除了。
victory_adviserwarning_bankrupt1        我們破產了！你的危機處理差到讓我們面臨經濟崩潰。
victory_adviserwarning_bankrupt2        趕快給我找個方法解決這問題，否則我就開除你。
victory_advisernotice_bankrupt1         我們別無選擇只能宣告破產，並交出監獄管理權，你失敗了。
victory_adviserwarning_wardendeaths1    在你底下工作實在是太危險了，我們正努力尋找還有沒有人想來接典獄長的位子。
victory_adviserwarning_wardendeaths2    如果你再讓典獄長死掉，我們就只好開除你。
victory_advisernotice_wardendeaths1     你無法給典獄長一個安全的工作環境，大家都很害怕為你工作。
victory_advisernotice_wardendeaths2     我們很遺憾只好請你走，你被開除了。
victory_adviserwarning_reoffenders1     許多提早釋放的囚犯出獄後又再犯了，我們必需要想辦法解決這個問題。
victory_adviserwarning_reoffenders2     如果太多囚犯出獄後又再犯，這就是你的問題了。
victory_advisernotice_reoffenders1      你釋放了太多危險罪犯出獄，我們別無選擇只好請你離開，你被開除了。
victory_adviserwarning_executions1      這是你第二次處死一個無辜的囚犯，現在外面輿論非常憤怒。
victory_adviserwarning_executions2      如果再有一個無辜的囚犯被處死，你就必須全權負責。
victory_advisernotice_executions1       你讓太多無辜的人被處死，我們不准你再繼續經營這座監獄，你被開除了。
victory_advisernotice_InnocentsExecuted1 你未經正常程序就執行死刑，而事後證明該囚犯是無辜的，\n這是司法不公，你要負責。你被開除了，或許還要坐牢。

score_title                             監獄評鑑
score_reoffendingrate                   再犯率
score_prisonersreleased                 *X 名囚犯已釋放
score_minimumprisonersreleased          *X 名囚犯必需要先釋放才能結算這份報告
score_deaths                            *X 名囚犯死於獄中
score_escapes                           *X 名囚犯已逃獄
score_reoffendingchance                 預估再犯率
score_startingreoffendingchance         預估機率 : *X%
score_prisonersparoled                  提早假釋 (再犯)
score_prisonersparoled_info             *P (*E%)
score_clemencychance                    赦免可能性
score_convictionstrength                國家裁定犯罪
score_prisonersexecuted                 被處死囚犯 (無辜)
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                此項評分針對囚犯是否得到應有的懲處，由大眾給予評價。長期在獄中服刑是重罰的基本，而關禁閉更能加強處罰。\n\n記住，過多的教化課程和自由活動時間會被視為「寬待犯罪」，在這項評分上會扣分。\n\n此項分數越高，囚犯出獄後的再犯率就會降低。
score_tooltip_reform                    此項評分針對囚犯的教化再改造程度進行評比。\n\n這個項目高分代表囚犯出獄後有更大的機會找到好工作，也會降低再犯率。\n\n註: 讓囚犯在監獄內進行勞動工作也會算在此項評分內。
score_tooltip_health                    此項評分針對囚犯的健康中況和獄中對待進行評量，戶外運動和良好伙食會提高此項評分，受傷而沒有就醫、藥物和酒精濫用都會扣分。\n\n此項目分數太低會造成囚犯再犯率提高，尤其是出獄時還沒改掉藥物和酒精的依賴問題。
score_tooltip_security                  此項評分針對是否有安全的收容囚犯，指派武裝警衛看守牢房會大幅提高此項分數，但如果囚犯打架鬧事、嘗試謀殺或逃獄則會降低分數。\n\n這項低分代表囚犯入獄後仍然為所欲為，且之後出獄的再犯率也會提高。

score_tooltip_reoffendingchance         評估囚犯出獄後的再犯率，許多因素都會造成影響:\n\n- 降低 嚴格/強烈 的懲處\n- 降低 成功通過教化課程\n- 提高 低落的健康狀況和安全管理\n- 提高 沒有治療藥物和酒精上癮\n- 提高 幫派成員\n\n\n- 囚犯的年齡是很重要的因素。\n- 前科數量是很重要的因素。\n- 獲得家庭的支持也對改善有幫助。
score_tooltip_clemencychance_title      赦免機率
score_tooltip_clemencychance            上訴委員會改判或赦免死刑的機率。每次上訴失敗就會降低這個數值，直到低於國家裁定犯罪為止，當低於數值時，將可以獲得充分授權行刑，再獲得授權之前就行刑而事後發現囚犯無辜，會大幅的降低分數。\n\n如果赦免准許，則囚犯會立刻釋放 (如果無罪的話) ，獲釋改判為重刑犯 (如果還有其他罪名) 。
score_tooltip_currentchance             國家裁定犯罪強度為 *X%
score_tooltip_clemencywarning           目前此囚犯的赦免機率仍然高於國家裁定犯罪強度，如果現在就行刑而事後發現囚犯無辜，你就要負起個人責任。

experiencefactor_FractionalLockedUp     *X% 在自己的牢房或禁閉室禁足中
experiencefactor_FractionalReform       *X% 在進行教化課程
experiencefactor_fractionalWorking      *X% 在工作
experiencefactor_fractionalsuppressed   *X% 受到壓抑
experiencefactor_fractionalinjured      *X% 沒有接受適當治療
experiencefactor_fractionalintoxicated  *X% 在中毒狀態 (藥物/酒精/停藥)
experiencefactor_fractionalmisbehaving  *X% 在違規
experiencefactor_fractionalarmedguard   *X% 在武裝警衛看守下或受到壓抑
experiencefactor_fractionalwellfed      *X% 覺得飽足
experiencefactor_fractionalexercising   *X% 在運動
experiencefactor_fractionalfreetime     *X% 在自由活動

experiencefactor_passedeasyprograms             通過 *X 基礎課程
experiencefactor_passedintermediateprograms     通過 *X 普通課程
experiencefactor_passedadvancedprograms         通過 *X 進階課程
experiencefactor_passedexpertprograms           通過 *X 專業課程

experiencefactor_YearsServed            已服刑 *X 年
experiencefactor_fights                 涉及暴力事件
experiencefactor_murders                在你的監獄內試圖謀殺 *X 次
experiencefactor_escapeattempts         試圖逃獄 *X 次
experiencefactor_addictions             *X 種上癮
experiencefactor_gangmembership         幫派成員

legend_key                              圖說:

needs_graphscale_title                  囚犯:
needs_key_critical                      急需
needs_key_high                          高
needs_key_med                           中
needs_key_satisfied                     滿足
needs_key_active                        進行中

contraband_supplyanddemand              供給與需求
contraband_narcotics                    毒品
contraband_weapons                      武器
contraband_tools                        工具
contraband_luxuries                     奢侈品
contraband_metal                        金屬
contraband_smelly                       異味
contraband_rangedweapon                 遠程武器
contraband_improvised                   臨時武器

contraband_key_supply                   供給
contraband_key_demand                   需求
contraband_log_stolen                   偷竊
contraband_log_position                 位置
contraband_log_smuggled                 偷渡
contraband_log_thrown                   從圍牆丟入
contraband_log_hidden                   隱藏
contraband_log_detected                 探測器反應
contraband_log_dog                      警犬反應
contraband_log_found                    被查獲
contraband_log_owner                    持有者

schedule_zone_shared                    公共區域
schedule_zone_minseconly                輕刑犯專區
schedule_zone_medseconly                普通犯專區
schedule_zone_maxseconly                重刑犯專區
schedule_zone_protectedonly             保護收容專區
schedule_zone_supermaxonly              超重刑犯專區
schedule_zone_deathrowonly              死刑犯專區
schedule_zone_staffonly                 員工專區
schedule_zone_unlocked                  不上鎖區域



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              正在便便
action_wee                              正在尿尿
action_wash                             正在洗澡
action_relax                            正在休息
action_sleep                            正在睡覺
action_nap                              正在打盹
action_getmeal                          正在取餐
action_sit                              正在坐著
action_exercise                         正在運動
action_liftweights                      正在舉重
action_phonehome                        正在打電話回家
action_watchtv                          正在看電視
action_playpool                         正在打撞球
action_stealknife                       正在鬼鬼祟祟
action_stealspoon                       正在鬼鬼祟祟
action_urinate                          正在小便
action_soilsuit                         正在弄髒衣服
action_eat                              正在進食
action_complain                         正在發牢騷
action_work                             正在工作
action_visitation                       正在會客
action_parole                           正在假釋聽證會
action_none                             無
action_misbehaving                      正在違規
action_escaping                         正在逃獄
action_destroying                       正在破壞
action_spoiling                         正在搗蛋
action_fighting                         正在打架
action_rioting                          正在暴動
action_hostagetaking                    正在挾持人質
action_reformprogram                    正在教化課程
action_changeclothes                    正在換衣服
action_getbook                          正在拿書本
action_pray                             正在祈禱
action_shopping                         正在購物

status_effect_title						=[狀態影響]=
status_effect_none						無
status_effect_suppressed				受壓抑
status_effect_goodfood					覺得飽足
status_effect_drunk						喝醉
status_effect_high                      興奮
status_effect_withdrawal				停藥
status_effect_tazed                     電暈
status_effect_overdosed                 服藥過量
status_effect_surrendered               投降
status_effect_calming                   平靜
status_effect_angst                     生氣

experience_totaltime                    總時數
experience_misconduct                   違規
experience_lockeddown                   禁足
experience_regime                       管制
experience_sleep                        睡覺
experience_work                         工作
experience_class                        上課
experience_freetime                     自由活動
experience_moodbad                      壞
experience_moodnormal                   普通
experience_moodgood                     好
experience_nocondition                  無
experience_kod                          被擊倒
experience_hurt                         受傷
experience_suppressed                   壓抑
experience_intoxicated                  中毒
experience_wellfed                      覺得飽足
experience_exercise                     運動

need_name_nothing                       沒事
need_name_bladder                       膀胱
need_name_bowels                        大腸
need_name_sleep                         睡眠
need_name_food                          食物
need_name_safety                        安全
need_name_hygiene                       衛生
need_name_exercise                      運動
need_name_family                        家庭
need_name_recreation                    休閒
need_name_comfort                       舒適
need_name_environment                   環境
need_name_privacy                       隱私
need_name_freedom                       自由
need_name_clothing                      衣著
need_name_drugs                         毒癮
need_name_alcohol                       酒精
need_name_starving                      飢餓
need_name_spirituality                  靈性
need_name_literacy                      文青
needs_locked                            (需求報告由心理醫師提供)
needs_title                             =[需求]=

reputation_title                        聲望名氣
reputation_hidden                       (未知聲望)
reputation_hidden_short                 ???

reputation_legendary                    --傳奇--
reputation_strong                       強壯
reputation_tough                        硬漢
reputation_volatile                     反覆無常
reputation_snitch                       打小報告
reputation_deadly                       致命
reputation_stoical                      堅忍
reputation_fearless                     無畏
reputation_exlaw                        前執法人員
reputation_copkiller                    警察殺手
reputation_quick                        迅速
reputation_instigator                   煽動者
reputation_fighter                      老練打手
reputation_gangmember                   幫派成員

reputation_strong_high                  非常強壯
reputation_tough_high                   超級硬漢
reputation_volatile_high                非常反覆
reputation_deadly_high                  非常致命
reputation_exlaw_high                   前監獄警衛
reputation_quick_high                   非常迅速
reputation_fighter_high                 職業打手

reputation_legendary_high               --傳奇--
reputation_snitch_high                  打小報告
reputation_stoical_high                 堅忍
reputation_fearless_high                無畏
reputation_copkiller_high               警察殺手
reputation_instigator_high              煽動者
reputation_gangmember_high              幫派成員

reputationtooltip_legendary             這個囚犯再犯罪世界中是一個傳奇人物，精通多項技巧和能力上他極端危險。
reputationtooltip_strong                這個囚犯在打架的時候每一拳都比別人重。
reputationtooltip_tough                 這個囚犯在打架的時候可以承受更多的攻擊，有時候甚至能挺住電擊槍的電擊。
reputationtooltip_volatile              這個囚犯很容易毫無預警且沒有理由的滋事。
reputationtooltip_stoical               這個囚犯在關禁閉的時候不會感到壓抑，他根本不在乎。
reputationtooltip_snitch                這個囚犯是一個已知的秘密線人，他提供太多消息因此生命受到威脅，不要讓他與其他囚犯獨處太久。
reputationtooltip_deadly                這個囚犯精通致命的戰鬥技巧，有時候可以一拳打死人。
reputationtooltip_exlaw                 這個囚犯曾經是一名警官，或是其他執法人員，他的生命受到其他囚犯的威脅。
reputationtooltip_copkiller             這個囚犯因為殺警而入獄，你監獄的警衛在壓制他的時候可能會失控而過當執法。
reputationtooltip_fearless              這個囚犯不受武裝警衛的威脅，在打架時也不容易投降。
reputationtooltip_quick                 這個囚犯通常跑得很快。
reputationtooltip_instigator            這個囚犯善於煽動附近其他囚犯，當他滋事的時候附近的囚犯也會跟著一起鬧。
reputationtooltip_fighter               這個囚犯精通防禦戰鬥技巧，打鬥中可以繳械對手，甚至奪取對方的武器。
reputationtooltip_gangmember            這個囚犯屬於幫派成員，他會保護同幫派同伴，並仇視敵對幫派成員。


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       工作中
nameplate_stationed                     站崗中
nameplate_patrolling                    巡邏中
nameplate_resting                       休息中
nameplate_tired                         疲倦
nameplate_injured                       受傷
nameplate_unconscious                   失去意識
nameplate_dead                          死亡
nameplate_released                      釋放
nameplate_researching                   研究中
nameplate_overdose                      用藥過量
nameplate_starving                      飢餓


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              餵飽所有囚犯
objective_caption_prisoners             囚犯
objective_caption_meals                 餐點
objective_readceosletter                閱讀執行長的信
objective_actionrequired                事件報告

objective_deathrowinmates               死刑犯狀態

objective_prisonerintake                新囚犯收容
objective_intake_arrivals               *X 名囚犯將在早上八點抵達
objective_intake_closed                 你的監獄目前暫停收容新囚犯
objective_intake_closed2                (詳細請見囚犯報告)
objective_intake_closed3                (詳細請見收容報告)
objective_intake_specials				特別移送:
objective_intake_categories             分類: 
objective_intake_minsec                 輕刑犯, 
objective_intake_medsec                 普通犯, 
objective_intake_maxsec                 重刑犯
objective_intake_deathrow               死刑犯

objective_builddeliveriesroom           請指定卸貨區

objective_outgoing                      釋放服滿刑期的囚犯
objective_outgoing_count                *X 名囚犯已服滿刑期即將釋放
objective_outgoing_timer                (*X 小時)

objective_visitors                      訪客會見\n(早上八點 到 晚上八點)
objective_visitors_waiting              *X 個家庭正在等待會見
objective_visitors_onsite               *X 名訪客共 *Y 組正在監獄內

objective_staffexhausted                員工筋疲力盡
objective_reststaff_exhausted           *X 名員工已經筋疲力竭
objective_reststaff_resting             (*X 名正在休息)
objective_reststaff_needstaffroom       建造一間員工休息室讓他們可以休息。

objective_punishment_solitary           *X 名正在關禁閉
objective_punishment_solitary_queue     *X 名正在等待關禁閉
objective_punishment_solitary_mix       *X 名關禁閉 (+*Y 名等待)
objective_punishment_lockdown           *X 名禁足
objective_incident_medical              *X 需要就醫
objective_incident_dead                 *X 具屍體

objective_prisonerparole                囚犯假釋
objective_parole_count                  *X 名囚犯準備假釋

objective_payment_receivedfull          付款: *X 已收到
objective_payment_receivedpart          付款: *X 已收到，共有 *Y

objective_grant_bootstraps                  基礎拘留中心
objective_grant_bootstraps_description      將一個空地改建成一個功能正常監獄。政府合約提供你一筆資金讓你可以建造基礎的拘留設施，收容你的第一批囚犯。
objective_grant_bootstraps_holdingcell      建造一間集體牢房
objective_grant_bootstraps_shower           建造一間沐浴間
objective_grant_bootstraps_yard             建造一個廣場
objective_grant_bootstraps_kitchen          建造一間廚房
objective_grant_bootstraps_canteen          建造一間餐廳
objective_grant_bootstraps_guard            聘僱至少兩名警衛
objective_grant_bootstraps_chef             聘僱至少兩名廚師

objective_grant_administration                          行政管理中心
objective_grant_administration_description              每一個監獄都需要管理設施才能運作，確保事務順利進行並讓監獄正常運作。\n達成這個合約，需要聘請一位典獄長以及一位會計師，並分別建造他們的辦公室，如此一來可以更進一步獲得聯邦補助計畫系統。
objective_grant_administration_offices                  建造兩間辦公室
objective_grant_administration_warden                   聘僱一位典獄長 
objective_grant_administration_accountant_research      在監獄制度中解鎖財務金融
objective_grant_administration_accountant               聘僱一位會計師

objective_grant_firstcellblock                  牢房區 A
objective_grant_firstcellblock_description      當基礎設施建造完成後，是時候建造你的第一個牢房區，並將囚犯移至他們自己的個人牢房內。
objective_grant_firstcellblock_cells            提高囚犯收容人數到 15 人

objective_grant_health                      健康與福利
objective_grant_health_description          囚犯的生理和心理健康對我們來說非常重要，這項補助計畫主要是要建造一間醫務室，然後聘請兩名醫生以及心理學家，來滿足囚犯醫療和心理諮詢的需求。
objective_grant_health_ward                 建造一間醫務室
objective_grant_health_doctors              聘僱至少兩名醫生
objective_grant_health_psychologist         聘僱一名心理醫生 (並建造他的辦公室)

objective_grant_bailout                     政府救助金
objective_grant_bailout_description         政府非常不滿意你監獄的成效，但也認為你的監獄有一定規模不能隨意關閉，納稅人的錢將會拿來協助監獄解決破產問題。\n但是你要先自己解決你的帳冊 - 把資金流動轉虧為盈 (每日收入高於支出) ，並償還所有銀行債務。
objective_grant_bailout_cashflow            收入高於支出
objective_grant_bailout_debt                償還債務


objective_grant_maintenance                         監獄維護
objective_grant_maintenance_description             監獄環境的維護對員工和囚犯的安全非常重要，聘僱相關人員進行監獄的清潔和維護。
objective_grant_maintenance_research_root           在監獄制度中解鎖監獄維護
objective_grant_maintenance_research_cleaning       在監獄制度中解鎖環境維護
objective_grant_maintenance_research_groundskeeping 在監獄制度中解鎖戶外清潔
objective_grant_maintenance_foreman                 聘僱一名工頭 (並建造他的辦公室)
objective_grant_maintenance_janitor                 聘僱至少兩名清潔工
objective_grant_maintenance_gardener                聘僱一名園丁

objective_grant_visitation                          探監權
objective_grant_visitation_description              附近許多其他設施因為拒絕家屬探監，而正在打官司，投資者不希望惹上這種麻煩，因此提供補助金確保相關的會客設施可以正常運作。
objective_grant_visitation_room                     建造一間會客室
objective_grant_visitation_tables                   擺設至少三張會客桌
objective_grant_visitation_commonroom               建造一間公共休息室
objective_grant_visitation_pooltable                擺設一張撞球桌
objective_grant_visitation_tv                       擺設至少兩台電視
objective_grant_visitation_phones                   建造至少五間電話亭

objective_grant_basicsecurity                       保安程序認證
objective_grant_basicsecurity_description           新監獄常見的問題通常是因為員工經驗不足而造成的保安漏洞，提高安全等級到適當的層級，確保不會有安全問題影響我們的聲望。
objective_grant_basicsecurity_chief                 聘僱一名保全隊長 (並建造他的辦公室)
objective_grant_basicsecurity_guards                聘僱十名警衛
objective_grant_basicsecurity_patrols               指派三名警衛進行巡邏
objective_grant_basicsecurity_research              在監獄制度中解鎖巡邏

objective_grant_enhancedsecurity                    政府安全評鑑
objective_grant_enhancedsecurity_description        政府對於一定規模以上的監獄有一些基本要求，並對於不合格者祭出重罰，請確保這不會成為我們監獄的問題。
objective_grant_enhancedsecurity_armoury            建造一間軍械庫
objective_grant_enhancedsecurity_kennel             建造一間狗屋
objective_grant_enhancedsecurity_guards             聘僱兩名武裝警衛
objective_grant_enhancedsecurity_dogs               聘僱兩名帶犬警衛
objective_grant_enhancedsecurity_patroldogs         指派兩名帶犬警衛進行警犬巡邏
objective_grant_enhancedsecurity_patrolarmed        指派兩名武裝警衛進行巡邏

objective_grant_advancedsecurity                    高強度保安設施建置
objective_grant_advancedsecurity_description        面對大量囚犯，要實施適當的保安措施維持安全水準的確有難度，但是若監獄被突破那可絕對更不划算，請在監獄安裝適當的保安設備。
objective_grant_advancedsecurity_guards             提高警衛人數增加規模
objective_grant_advancedsecurity_researchcctv       在監獄制度中解鎖監控管制
objective_grant_advancedsecurity_researchbodyarmour 在監獄制度中解鎖防護裝甲
objective_grant_advancedsecurity_researchtazers     在監獄制度中解鎖電擊槍
objective_grant_advancedsecurity_office             建造一間安全中心
objective_grant_advancedsecurity_cctvmonitor        設置一台閉路監視器
objective_grant_advancedsecurity_cctvcameras        在監獄內部署閉路攝影機

objective_grant_prisonerworkforce                   囚犯培訓與互動
objective_grant_prisonerworkforce_description       讓囚犯在監獄內工作，不僅可以讓他們融入環境，又可以降低監獄成本支出。完成相關必要訓練並建設相關設施讓你的囚犯們上工吧。
objective_grant_prisonerworkforce_research          在監獄制度中解鎖監獄勞動
objective_grant_prisonerworkforce_cleaning          建造一間清潔工具間
objective_grant_prisonerworkforce_laundry           建造一間洗衣間
objective_grant_prisonerworkforce_kitchenclass      讓三名囚犯通過廚房安全與衛生課程
objective_grant_prisonerworkforce_laundryassigned   指派三名囚犯在洗衣間工作
objective_grant_prisonerworkforce_kitchenassigned   指派三名囚犯在廚房工作
objective_grant_prisonerworkforce_cleaningassigned  指派三名囚犯在清潔工具間工作

objective_grant_educationreformprogram              教化課程計畫
objective_grant_educationreformprogram_description  一些輿論團體正在推動監獄教育計畫，蓋幾間教室讓他們繼續支持我們。
objective_grant_educationreformprogram_research     在監獄制度中解鎖教育
objective_grant_educationreformprogram_classroom    建造一間教室
objective_grant_educationreformprogram_desks        設置二十張課桌椅
objective_grant_educationreformprogram_foundationed 讓十五名囚犯通過基礎教育學程
objective_grant_educationreformprogram_generaled    讓五名囚犯通過普通教育學程

objective_grant_prisonlabour                        監獄生產設施
objective_grant_prisonlabour_description            投資者希望能夠增加監獄的利潤，並願意提供資金協助建立工作坊，讓囚犯成為勞動力。
objective_grant_prisonlabour_workshop               建造一間工作坊
objective_grant_prisonlabour_saw                    設置兩台電鋸機
objective_grant_prisonlabour_press                  設置兩台金屬沖壓車間
objective_grant_prisonlabour_reform                 讓五名囚犯通過工作坊安全課程
objective_grant_prisonlabour_plates                 生產三十片車牌

objective_grant_furnituremanufacturing              木工學徒培訓課程
objective_grant_furnituremanufacturing_description  開設木匠課程讓你的囚犯可以學習一技之長，並能在工作坊內生產高級家具，然後向外銷售賺取利潤。
objective_grant_furnituremanufacturing_forestry     規劃一片林地
objective_grant_furnituremanufacturing_table        設置兩張木工桌
objective_grant_furnituremanufacturing_reform       讓兩名囚犯通過木工學徒課程
objective_grant_furnituremanufacturing_bed          生產十張高級床鋪

objective_grant_reducestaffstress                   員工福利政策
objective_grant_reducestaffstress_description       監獄工會聯盟最近收到一些員工的投訴，由於超時或超量工作，因而造成工作上頻頻出錯。請確保這些事情不會發生在我們監獄內。
objective_grant_reducestaffstress_staffroom         建造一間員工休息室
objective_grant_reducestaffstress_freeguards        至少讓五名警衛沒有指派工作而閒置中
objective_grant_reducestaffstress_restedstaff       確保沒有員工筋疲力盡

objective_grant_shortterminvestment                 短期投資
objective_grant_shortterminvestment_description     花錢進行投資，最後將會獲得合理的回報。
objective_grant_shortterminvestment_wait            等待資金...

objective_grant_longterminvestment                  長期投資
objective_grant_longterminvestment_description      花錢進行長期投資，最後將會獲得大量的回報。
objective_grant_longterminvestment_wait             等待資金...

objective_grant_cellblock50                         牢房區 B
objective_grant_cellblock50_description             是時候改造你的基礎牢房設施，再次擴張你的監獄。
objective_grant_cellblock50_cells                   提高囚犯收容人數到 50 人

objective_grant_cellblock100                        牢房區 C
objective_grant_cellblock100_description            充分利用土地，持續擴張你的監獄。
objective_grant_cellblock100_cells                  提高囚犯收容人數到 100 人

objective_grant_cellblock200                        牢房區 D
objective_grant_cellblock200_description            更多的囚犯代表更多的政府資金，擴充監獄容量來善加利用這些機會。
objective_grant_cellblock200_cells                  提高囚犯收容人數到 200 人

objective_grant_cellblock500                        牢房區 E
objective_grant_cellblock500_description            政府提供大量的獎勵給規模最大的監獄，是時候朝這個目標努力了。
objective_grant_cellblock500_cells                  提高囚犯收容人數到 500 人

objective_grant_nutritionresearch                   囚犯營養攝取研究
objective_grant_nutritionresearch_description       一個獨立研究團對願意提供資金，希望進行囚犯飲食習慣與影響的研究。
objective_grant_nutritionresearch_poor              連續兩天只提供一餐低餐點份量、低菜色種類的伙食
objective_grant_nutritionresearch_good              連續兩天都提供三餐高餐點份量、高菜色種類的伙食

objective_grant_drugsearch                          毒品掃蕩
objective_grant_drugsearch_description              由於最近各大監獄內的毒品濫用日益增加，我們必須採取積極的行動證明我們重視這個問題。
objective_grant_drugsearch_find                     查獲十件違規毒品

objective_grant_contrabandsupply                    工具掃蕩
objective_grant_contrabandsupply_description        在其他監獄發生偷竊物品產生的事件糾紛，某些團體正在研究監獄內工具和武器的分布情形，實驗內容包含移除你監獄內所有可能的物品。
objective_grant_contrabandsupply_tools              移除偷竊工具的供給源頭
objective_grant_contrabandsupply_weapons            移除偷竊武器的供給源頭

grant_category_completed                            已完成:
grant_category_unlocked                             已解鎖:
grant_category_cash                                 資金:
grant_category_cashflow                             資金流動:
grant_category_debt                                 債務:
grant_category_prisoners                            囚犯:

grant_property_atleast                              至少 *X
grant_property_atmost                               最多 *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              無
object_box                               箱子
object_stack                             貨物堆
object_bed                               床
object_toilet                            馬桶
object_table                             桌子
object_chair                             椅子
object_bench                             長椅
object_electricchair                     電椅
object_jaildoor                          監獄門
object_jaildoorlarge                     監獄大門
object_door                              門
object_solitarydoor                      安全門
object_staffdoor                         員工專用門
object_remotedoor                        遙控門
object_roadgate                          道路閘門
object_jailbars                          監獄欄杆
object_window                            窗戶
object_windowlarge                       大窗戶
object_tree                              樹
object_light                             燈
object_cooker                            瓦斯爐
object_fridge                            冰箱
object_bin                               垃圾桶
object_sink                              水槽
object_servingtable                      自助餐桌
object_showerhead                        蓮蓬頭
object_brick                             磚塊
object_concrete                          水泥
object_steel                             鋼鐵
object_ingredients                       食材
object_ingredientscooking                食材 (烹調中)
object_ingredientscooked                 食材 (已烹調)
object_ingredientsspoiled                食材 (已變質)
object_meal                              餐點
object_foodtray                          餐盤
object_foodtraydirty                     餐盤 (Dirty)
object_grassturf                         Grass Turf
object_prisoneruniform                   囚衣
object_dirtyprisoneruniform              囚衣 (髒)
object_crumpledprisoneruniform           囚衣 (皺成一團)
object_bleach                            漂白劑
object_sheetmetal                        金屬薄板
object_licenseplateblank                 車牌 (空白)
object_licenseplate                      車牌
object_log                               木材
object_wood                              木頭
object_workman                           工人
object_truckdriver                       卡車駕駛
object_guard                             警衛
object_riotguard                         鎮暴警衛
object_armedguard                        武裝警衛
object_prisoner                          囚犯
object_doctor                            醫生
object_paramedic                         醫護人員
object_cook                              廚師
object_gardener                          園丁
object_janitor                           清潔工
object_fireman                           消防隊員
object_avatar                            代表人物
object_actor                             演員
object_visitor                           訪客
object_executionwitness                  死刑見證人
object_doghandler                        帶犬警衛
object_dog                               警犬
object_dogcrate                          狗籠
object_teacher                           教師
object_soldier                           軍人
object_warden                            典獄長
object_chief                             保安隊長
object_foreman                           工頭
object_psychologist                      心理醫生
object_accountant                        會計師
object_lawyer                            律師
object_supplytruck                       補給卡車
object_prisonerbus                       囚犯巴士
object_fireengine                        消防車
object_riotvan                           鎮暴廂型車
object_ambulance                         救護車
